00:09:42.927 | Info | '/api/user/login' | 
00:09:43.091 | Info | '/transaction/gettourbyuserid' | 
00:09:55.694 | Info | '/transaction/getlastannouncement' | 
00:09:58.072 | Info | '/transaction/getcustomer' | 
00:10:24.910 | Info | '/transaction/getcustomer' | 
00:13:50.102 | Info | '/api/user/login' | 
00:13:50.841 | Info | '/transaction/gettourbyuserid' | 
00:13:58.800 | Info | '/transaction/getlastannouncement' | 
00:14:03.313 | Info | '/transaction/getannouncement' | 
00:14:09.438 | Info | '/transaction/createannouncement' | 
00:14:09.647 | Info | '/transaction/gettourbyuserid' | 
00:14:11.355 | Info | '/transaction/getlastannouncement' | 
00:14:12.814 | Info | '/transaction/getannouncement' | 
00:15:27.546 | Info | '/api/user/login' | 
00:15:28.149 | Info | '/transaction/gettourbyuserid' | 
00:15:36.238 | Info | '/api/user/login' | 
00:15:37.056 | Info | '/transaction/gettourbyuserid' | 
00:15:39.151 | Info | '/transaction/getlastannouncement' | 
00:15:41.217 | Info | '/transaction/getlastannouncement' | 
00:15:48.266 | Info | '/transaction/createannouncement' | 
00:15:48.397 | Info | '/transaction/gettourbyuserid' | 
00:15:53.066 | Info | '/transaction/getannouncement' | 
00:16:09.545 | Info | '/transaction/getlastannouncement' | 
00:16:13.580 | Info | '/transaction/getannouncement' | 
00:16:16.693 | Info | '/transaction/getlastannouncement' | 
00:16:20.972 | Info | '/transaction/createannouncement' | 
00:16:21.056 | Info | '/transaction/gettourbyuserid' | 
00:16:29.217 | Info | '/transaction/getannouncement' | 
01:48:13.500 | Info | '/transaction/getlastannouncement' | 
